epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
62,0.7201,0.6931,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
63,0.7248,0.7149,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
64,0.7213,0.7397,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
65,0.7262,0.6945,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
66,0.7166,0.7013,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
67,0.724,0.7014,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
68,0.7166,0.7223,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
69,0.7177,0.6949,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
70,0.7221,0.8183,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
71,0.7165,0.7057,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
72,0.721,0.7171,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
73,0.721,0.7177,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
74,0.7202,0.7038,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
75,0.7193,0.6958,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
76,0.7168,0.7289,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
77,0.7275,0.6932,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
78,0.7152,0.7743,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
