epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
8,0.7049,0.7071,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
9,0.7037,0.7055,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
10,0.7019,0.704,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
11,0.7008,0.7027,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
12,0.6999,0.7016,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
13,0.6988,0.7005,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
14,0.6979,0.6996,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
15,0.6972,0.6987,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
16,0.6964,0.6979,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
17,0.6958,0.6971,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
18,0.6951,0.6964,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
19,0.6944,0.6958,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
20,0.6939,0.6952,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
21,0.6935,0.6946,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
22,0.6929,0.694,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
23,0.6924,0.6934,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
24,0.692,0.6929,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
25,0.6914,0.6924,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
26,0.6909,0.6918,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
27,0.6904,0.6913,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
28,0.6901,0.6907,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
29,0.6895,0.6901,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
30,0.6888,0.6895,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
31,0.6883,0.6889,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
32,0.6878,0.6883,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
33,0.6871,0.6876,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
34,0.6865,0.6869,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
35,0.6858,0.6862,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
36,0.6851,0.6854,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
37,0.6844,0.6846,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
38,0.6836,0.6837,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
39,0.6827,0.6828,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
40,0.6818,0.6819,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
41,0.6808,0.6809,0.4975244023199887,0.3396,SmallMLP-Tanh-Adagrad-0.001-0
42,0.6798,0.6798,0.5159145565143585,0.3834,SmallMLP-Tanh-Adagrad-0.001-0
43,0.6788,0.6788,0.5446314896024897,0.4461,SmallMLP-Tanh-Adagrad-0.001-0
44,0.6777,0.6776,0.5719337954449003,0.5021,SmallMLP-Tanh-Adagrad-0.001-0
45,0.6765,0.6764,0.5925873532324233,0.5401,SmallMLP-Tanh-Adagrad-0.001-0
46,0.6754,0.6752,0.6115433583250813,0.5725,SmallMLP-Tanh-Adagrad-0.001-0
47,0.6742,0.6739,0.6256896307822889,0.596,SmallMLP-Tanh-Adagrad-0.001-0
48,0.6728,0.6725,0.6362993351251945,0.6136,SmallMLP-Tanh-Adagrad-0.001-0
49,0.6715,0.6711,0.6471919649172443,0.63,SmallMLP-Tanh-Adagrad-0.001-0
50,0.6702,0.6697,0.654123638421276,0.6406,SmallMLP-Tanh-Adagrad-0.001-0
51,0.6686,0.6682,0.659782147404159,0.6492,SmallMLP-Tanh-Adagrad-0.001-0
52,0.6672,0.6667,0.6677040599801952,0.6596,SmallMLP-Tanh-Adagrad-0.001-0
53,0.6657,0.6652,0.6716650162682133,0.6653,SmallMLP-Tanh-Adagrad-0.001-0
54,0.6643,0.6637,0.676757674352808,0.6717,SmallMLP-Tanh-Adagrad-0.001-0
55,0.6626,0.6621,0.6802942424671099,0.6763,SmallMLP-Tanh-Adagrad-0.001-0
56,0.6611,0.6605,0.684255198755128,0.6811,SmallMLP-Tanh-Adagrad-0.001-0
57,0.6595,0.6588,0.6856698260008488,0.6831,SmallMLP-Tanh-Adagrad-0.001-0
58,0.6579,0.6572,0.6886405432168624,0.6867,SmallMLP-Tanh-Adagrad-0.001-0
59,0.6562,0.6555,0.6896307822888669,0.6881,SmallMLP-Tanh-Adagrad-0.001-0
60,0.6547,0.6539,0.6894893195642948,0.6881,SmallMLP-Tanh-Adagrad-0.001-0
61,0.6529,0.6522,0.6924600367803084,0.6914,SmallMLP-Tanh-Adagrad-0.001-0
62,0.6515,0.6506,0.6957136794454661,0.6949,SmallMLP-Tanh-Adagrad-0.001-0
63,0.6497,0.6489,0.6964209930683265,0.6957,SmallMLP-Tanh-Adagrad-0.001-0
64,0.6479,0.6472,0.6976941575894752,0.6971,SmallMLP-Tanh-Adagrad-0.001-0
65,0.6464,0.6456,0.6984014712123355,0.698,SmallMLP-Tanh-Adagrad-0.001-0
66,0.6447,0.6439,0.6982600084877635,0.698,SmallMLP-Tanh-Adagrad-0.001-0
67,0.6431,0.6422,0.6985429339369076,0.6983,SmallMLP-Tanh-Adagrad-0.001-0
68,0.6415,0.6406,0.7006648748054888,0.7005,SmallMLP-Tanh-Adagrad-0.001-0
